,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER
585,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_forwardness.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
586,felt,0,felt,1,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_felt.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
587,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_drive_forward.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
588,byte,0,byte,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_byte.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
589,left,1,left,5,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_left.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
590,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_go_on.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
591,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_fright.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
592,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_do_a_barrel_roll.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
593,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_leftmost.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
594,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_rightmost.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
595,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_right_hander.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
596,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_backward.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
597,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_right_away.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
598,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_go_back.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
599,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_backwardness.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
600,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_straightforward.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
601,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_air_fright.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
602,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_go_left.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
603,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_turn_right.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
604,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_scan_right.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
605,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_go_right.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
606,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_drive_ahead.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
607,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_don_t_go_forward.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
608,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_left_hander.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
609,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_bad_word.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
610,theft,0,theft,8,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_theft.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
611,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_placard.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
612,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_move_backward.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
613,scan_left,0,scan left,7,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52/91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52_scan_left.wav,91e4e5dd-18ea-4b8d-958f-bb911ebb10d2_2020-08-20_18-08-52,30-33,german,male
614,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_don_t_go_backward.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
615,left,1,left,5,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_left.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
616,byte,0,byte,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_byte.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
617,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_go_forward.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
618,felt,0,felt,1,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_felt.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
619,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_drive_backward.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
620,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_forwardness.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
621,don_t_go_left,0,don't go left,6,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_don_t_go_left.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
622,scan_left,0,scan left,7,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_scan_left.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
623,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_go_back.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
624,right_left,0,right left,0,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_right_left.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
625,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_straightforward.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
626,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_clefting.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
627,drive_left,1,drive left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_drive_left.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
628,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_don_t_go_forward.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
629,wright,0,wright,2,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_wright.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
630,right,1,right,5,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_right.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
631,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_do_a_barrel_roll.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
632,drawback,0,drawback,1,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_drawback.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
633,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_don_t_go_right.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
634,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_go_left.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
635,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_drive_ahead.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
636,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_right_hander.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
637,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_your_word.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
638,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_backwardness.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
639,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_left_right.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
640,write,0,write,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_write.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
641,grith,0,girth,1,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_grith.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
642,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_left_hander.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
643,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_rightmost.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
644,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_move_right.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
645,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_manufactured.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
646,placard,0,placard,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_placard.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
647,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_go_right.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
648,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_stop.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
649,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_forward.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
650,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08/82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08_air_fright.wav,82db6c8a-913b-445f-9da7-12e00ef72dc5_2020-08-19_20-29-08,30-33,german,male
